노선명,정류장 일련번호,정류장 ID,정류장 이름,승차자,하차자,탑승자,승차/버스,하차/버스,탑승/버스,/하루,/버스운행,/버스정류장
1218,48,8231,번동주공1단지앞,1817,2404,59040,0.7033,0.9305,22.851,,,
1218,49,8135,번동주공3단지,2086,1960,59166,0.8074,0.7586,22.8998,,,
1218,50,73051,초안교,2258,2581,58843,0.8739,0.999,22.7748,,,
1218,51,12951,강북보건소,5216,2506,61553,2.0188,0.9699,23.8237,,,
1218,52,8002328,한성운수차고지,2200,2760,60993,0.8515,1.0682,23.6069,,,
1218,53,7931,북부수도사업소앞,10610,4393,67210,4.1065,1.7003,26.0132,,,
1218,54,7866,수송초등학교,3887,5879,65218,1.5044,2.2754,25.2422,,,
1218,55,7806,강북구청사거리,808,12403,53623,0.3127,4.8005,20.7544,,,
1218,56,8000541,수유역.강북구청,16596,22356,47863,6.4234,8.6527,18.525,,,
1218,57,73075,신일병원,1890,6125,43628,0.7315,2.3706,16.8859,,,
1218,58,73076,강북노인종합복지관,1342,6319,38651,0.5194,2.4457,14.9596,,,
1218,59,72272,우이초등학교,1317,4677,35291,0.5097,1.8102,13.6591,,,
1218,60,8000884,가오리수유종합사회복지관,1873,10931,26233,0.7249,4.2308,10.1533,,,
1218,61,72274,인수동장미원,1805,7103,20935,0.6986,2.7492,8.1027,,,
1218,62,72596,국립4.19묘지입구,439,2769,18605,0.1699,1.0717,7.2009,,,
1218,63,8003068,덕성여대입구,207,2728,16084,0.0801,1.0559,6.2252,,,
1218,64,8002510,서라벌중학교.우이동대우아파트,146,2895,13335,0.0565,1.1205,5.1612,,,
1218,65,72598,북서울교회,43,1141,12237,0.0166,0.4416,4.7362,,,
1218,66,72602,동아운수앞,50,791,11496,0.0194,0.3062,4.4494,,,
1218,67,72599,우이동성원아파트,31,712,10815,0.012,0.2756,4.1859,,,
1218,68,72563,우이동도선사입구,3249,2947,11117,1.2575,1.1406,4.3028,,,
1218,69,72564,우이동성원아파트,788,44,11861,0.305,0.017,4.5907,,,
1218,70,9167,진성빌라사거리,1452,75,13238,0.562,0.029,5.1237,,,
1218,71,8002511,서라벌중학교.우이동대우아파트,3030,220,16048,1.1727,0.0851,6.2113,,,
1218,72,72567,덕성여대.솔밭근린공원,3058,437,18669,1.1836,0.1691,7.2257,,,
1218,73,9165,국립4.19묘지입구,1470,786,19353,0.569,0.3042,7.4904,,,
1218,74,72237,인수동장미원,7221,1195,25379,2.7948,0.4625,9.8228,,,
1218,75,8000880,가오리수유종합사회복지관,7389,1147,31621,2.8599,0.4439,12.2387,,,
1218,76,72239,우이초등학교,5823,949,36495,2.2538,0.3673,14.1251,,,
1218,77,7643,강북노인종합복지관,4020,2378,38137,1.5559,0.9204,14.7607,,,
1218,78,73081,신일병원,2271,3577,36831,0.879,1.3845,14.2552,,,
1218,79,73133,수유역.노스페이스문화센터,9169,11739,34261,3.5488,4.5435,13.2605,,,
1218,80,7805,강북구청사거리,3846,1427,36680,1.4886,0.5523,14.1967,,,
1218,81,7858,수송초등학교,864,2245,35299,0.3344,0.8689,13.6622,,,
1218,82,8000925,한성운수종점,45,25676,9668,0.0174,9.9377,3.7419,,,
2015,1,32571,중랑공영차고지,1257,690,567,0.1871,0.1027,0.0844,18463.4,683.8,227.9
2015,2,32671,중랑공영차고지입구,1199,66,1700,0.1785,0.0098,0.2531,,,
2015,3,70871,신내교회.신내데시앙아파트,7816,242,9274,1.1635,0.036,1.3806,,,
2015,4,72130,동성프라자,13970,1092,22152,2.0796,0.1626,3.2976,,,
2015,5,72131,중랑구청사거리,18966,1817,39301,2.8233,0.2705,5.8505,,,
2015,6,8002754,성원아파트경남아너스빌,14880,1666,52515,2.2151,0.248,7.8175,,,
2015,7,72133,국민은행망우동지점,4741,6594,50662,0.7058,0.9816,7.5417,,,
2015,8,8003104,망우역.망우지구대,16498,4358,62802,2.4559,0.6487,9.3489,,,
2015,9,70061,망우역.상봉터미널,8036,4853,65985,1.1963,0.7224,9.8227,,,
2015,10,71218,지하철7호선상봉역,8926,24800,50111,1.3287,3.6918,7.4597,,,
2015,11,11578,면목초등학교,2181,5029,47263,0.3247,0.7486,7.0357,,,
2015,12,71220,지하철7호선면목역,8936,7069,49130,1.3302,1.0523,7.3136,,,
2015,13,11595,면목1동주민센터,4296,3444,49982,0.6395,0.5127,7.4405,,,
2015,14,11605,면동초등학교,4510,3816,50676,0.6714,0.5681,7.5438,,,
2015,15,11611,면목우체국.녹색병원,2466,5782,47360,0.3671,0.8607,7.0501,,,
2015,16,71224,지하철7호선사가정역,6917,4946,49331,1.0297,0.7363,7.3435,,,
2015,17,72135,사가정역,24989,1938,72382,3.7199,0.2885,10.775,,,
2015,18,72136,면목두산아파트2차,2955,3745,71592,0.4399,0.5575,10.6574,,,
2015,19,72137,면목동홈에버,8006,6378,73220,1.1918,0.9494,10.8997,,,
2015,20,72138,장안교앞,4108,10511,66817,0.6115,1.5647,9.9466,,,
2015,21,72139,장안2동주민센터,10270,11368,65719,1.5288,1.6923,9.7831,,,
2015,22,72140,배봉초등학교앞,9231,7829,67121,1.3742,1.1654,9.9918,,,
2015,23,72141,전농동SK아파트,8892,8759,67254,1.3237,1.3039,10.0116,,,
2015,24,72142,전농사거리,4631,5201,66684,0.6894,0.7742,9.9268,,,
2015,25,10891,전농우체국앞,10082,4551,72215,1.5008,0.6775,10.7501,,,
2015,26,72144,한솔.우성아파트답십리종합상가,14943,4351,82807,2.2245,0.6477,12.3269,,,
2015,27,72145,신흥교회앞,9999,3108,89698,1.4885,0.4627,13.3527,,,
2015,28,10862,답십리초등학교앞,2882,4008,88572,0.429,0.5966,13.1851,,,
2015,29,10842,황물로사거리,2193,16058,74707,0.3265,2.3904,11.1211,,,
2015,30,72148,답십리역.동부시장,6654,20704,60657,0.9905,3.0821,9.0296,,,
2015,31,8220,신답역,4281,4199,60739,0.6373,0.6251,9.0418,,,
2015,32,72149,동대문구청앞,974,7950,53763,0.145,1.1835,8.0033,,,
2015,33,72150,마장축산물시장,8040,5685,56118,1.1969,0.8463,8.3539,,,
2015,34,72151,도선사거리,3794,6601,53311,0.5648,0.9826,7.936,,,
2015,35,8001322,성동구청,3583,6720,50174,0.5334,1.0004,7.469,,,
2015,36,7880,코스모타워,7179,7944,49409,1.0687,1.1826,7.3552,,,
2015,37,72154,상왕십리역,1885,5455,45839,0.2806,0.812,6.8237,,,
2015,38,72155,도로교통공단앞,628,4679,41788,0.0935,0.6965,6.2207,,,
2015,39,7708,성동고등학교,2291,7754,36325,0.341,1.1543,5.4074,,,
2015,40,72157,신당역.중앙시장앞,2142,7461,31006,0.3189,1.1107,4.6156,,,
2015,41,72158,충무아트홀중부소방서.박정희대통령가옥,2175,6502,26679,0.3238,0.9679,3.9715,,,
2015,42,72159,동대문역사문화공원,7619,12738,21560,1.1342,1.8962,3.2095,,,
2015,43,14341,청계7가,8644,3710,26494,1.2868,0.5523,3.944,,,
2015,44,9218,성동공업고등학교.무궁화회관,6608,707,32395,0.9837,0.1052,4.8224,,,
2015,45,7654,신당역.중앙시장앞,17594,2692,47297,2.6191,0.4007,7.0408,,,
2015,46,7713,성동고등학교,6716,1526,52487,0.9998,0.2272,7.8134,,,
2015,47,72162,도로교통공단앞,2033,1486,53034,0.3026,0.2212,7.8948,,,
2015,48,72163,상왕십리역,4964,3868,54130,0.739,0.5758,8.0579,,,
2015,49,72164,왕십리2동주민센터,8712,6431,56411,1.2969,0.9573,8.3975,,,
2015,50,7951,성동구청,19635,4516,71530,2.9229,0.6723,10.6481,,,
2015,51,72166,도선사거리,3390,5443,69477,0.5046,0.8103,10.3425,,,
2015,52,72167,마장축산물시장,7434,4320,72591,1.1066,0.6431,10.8061,,,
2015,53,72168,동대문구청앞,7106,7052,72645,1.0578,1.0498,10.8141,,,
2015,54,13002,신답역,9906,3655,78896,1.4746,0.5441,11.7447,,,
2015,55,72170,동대문어린이집,3319,3414,78801,0.4941,0.5082,11.7305,,,
2015,56,8384,동대문중학교,4104,5199,77706,0.6109,0.7739,11.5675,,,
2015,57,10837,SK주유소,4969,4720,77955,0.7397,0.7026,11.6046,,,
2015,58,72173,전농사거리,10291,9331,78915,1.5319,1.389,11.7475,,,
2015,59,72174,전농동SK아파트,9502,7520,80897,1.4145,1.1194,12.0425,,,
2015,60,72175,배봉초등학교앞,9287,11694,78490,1.3825,1.7408,11.6842,,,
2015,61,72176,장안2동주민센터,18778,8534,88734,2.7953,1.2704,13.2092,,,
2015,62,72177,장안교.은석초등학교,7762,3993,92503,1.1555,0.5944,13.7702,,,
2015,63,72178,면목동홈에버,8045,8929,91619,1.1976,1.3292,13.6387,,,
2015,64,11535,면목두산아파트2차,2645,11919,82345,0.3937,1.7743,12.2581,,,
2015,65,72180,사가정역,4645,25447,61543,0.6915,3.7881,9.1615,,,
2015,66,11614,면목우체국.녹색병원,9476,4222,66797,1.4106,0.6285,9.9436,,,
2015,67,11610,면동초등학교,4248,4126,66919,0.6324,0.6142,9.9617,,,
2015,68,11599,면목1동주민센터,3773,5021,65671,0.5617,0.7474,9.776,,,
2015,69,71187,지하철7호선면목역,14070,6926,72815,2.0945,1.031,10.8394,,,
2015,70,11581,면목초등학교앞,2105,3987,70933,0.3134,0.5935,10.5593,,,
2015,71,11566,지하철7호선상봉역,16534,5471,81996,2.4613,0.8144,12.2061,,,
2015,72,72181,지하철7호선상봉역,9249,9303,81942,1.3768,1.3849,12.1981,,,
2015,73,70043,망우역.상봉터미널,3366,11906,73402,0.5011,1.7724,10.9268,,,
2015,74,8003103,망우역.망우지구대,5677,9410,69669,0.8451,1.4008,10.3711,,,
2015,75,72183,국민은행망우동지점,6939,13967,62641,1.033,2.0792,9.3249,,,
2015,76,72184,성원아파트경남아이너스빌딩앞,844,16507,46978,0.1256,2.4573,6.9933,,,
2015,77,72185,중랑구청사거리,983,15991,31970,0.1463,2.3805,4.7591,,,
2015,78,72186,동성프라자,485,7426,25029,0.0722,1.1055,3.7259,,,
2015,79,70868,신내교회.신내데시앙아파트,18,3836,21211,0.0027,0.571,3.1575,,,
2015,80,32572,중랑공영차고지입구,24,1300,19935,0.0036,0.1935,2.9676,,,
2015,81,70884,중랑공영차고지,1,275,19661,0.0001,0.0409,2.9268,,,
2112,1,11531,중곡초등학교,1143,100,1043,0.485,0.0424,0.4426,12839.3,755.3,118.9
2112,2,11552,방약국앞,1354,92,2305,0.5745,0.039,0.9781,,,
2112,3,71182,면남초등학교,873,320,2858,0.3704,0.1358,1.2127,,,
2112,4,71183,지하철7호선사가정역,858,487,3229,0.3641,0.2066,1.3701,,,
2112,5,72135,사가정역,10152,443,12938,4.3077,0.188,5.4898,,,
2112,6,72136,면목두산아파트2차,816,850,12904,0.3462,0.3607,5.4754,,,
2112,7,72137,면목동홈에버,2675,1742,13837,1.1351,0.7392,5.8713,,,
2112,8,72138,장안교앞,312,2689,11460,0.1324,1.141,4.8627,,,
2112,9,72139,장안2동주민센터,724,2379,9805,0.3072,1.0095,4.1605,,,
2112,10,73036,장안동현대아파트,247,1989,8063,0.1048,0.844,3.4213,,,
2112,11,11145,휘경여중고.휘경주공아파트,1464,2162,7365,0.6212,0.9174,3.1251,,,
2112,12,75471,휘경공고.휘경주공아파트,924,1181,7108,0.3921,0.5011,3.0161,,,
2112,13,75470,경찰수사보안연구소,2221,328,9001,0.9424,0.1392,3.8193,,,
2112,14,75472,동부아동상담소,2254,575,10680,0.9564,0.244,4.5317,,,
2112,15,75473,장안삼성래미안2차아파트,2625,577,12728,1.1138,0.2448,5.4007,,,
2112,16,75474,장안삼성래미안2차아파트,938,504,13162,0.398,0.2139,5.5849,,,
2112,17,75475,장안현대홈타운앞,5819,1137,17844,2.4691,0.4825,7.5716,,,
2112,18,75476,동대문구민회관앞,4240,874,21210,1.7991,0.3709,8.9998,,,
2112,19,75477,파라브아파트,2004,1429,21785,0.8503,0.6064,9.2438,,,
2112,20,75503,장한평,14270,11994,24061,6.055,5.0893,10.2096,,,
2112,21,75479,장한평역,34893,7661,51293,14.8058,3.2507,21.7646,,,
2112,22,75480,북한연구소앞,467,2291,49469,0.1982,0.9721,20.9907,,,
2112,23,73196,우리은행장안지점앞,1444,5279,45634,0.6127,2.24,19.3634,,,
2112,24,75481,장평중학교,1531,4562,42603,0.6496,1.9357,18.0773,,,
2112,25,75482,레미안장안1차아파트앞,2241,7492,37352,0.9509,3.179,15.8492,,,
2112,26,75483,장안치안센타,4065,8364,33053,1.7249,3.549,14.025,,,
2112,27,75484,장안2동주민센터입구,5533,14409,24177,2.3478,6.114,10.2588,,,
2112,28,11293,국민은행장안동지점,10547,4502,30222,4.4753,1.9103,12.8238,,,
2112,29,75486,장안사거리,5021,2357,32886,2.1305,1.0001,13.9542,,,
2112,30,75487,장안지구대,3815,1497,35204,1.6188,0.6352,14.9377,,,
2112,31,75488,촬영소사거리.세양청마루아파트앞,4730,1182,38752,2.007,0.5015,16.4432,,,
2112,32,10970,답십리2동한양아파트앞,1905,1672,38985,0.8083,0.7095,16.5421,,,
2112,33,75490,한양아파트.청솔우성아파트후문,3674,1945,40714,1.559,0.8253,17.2757,,,
2112,34,72538,답십리지구대,2795,863,42646,1.186,0.3662,18.0955,,,
2112,35,75159,동대문어린이집,1427,2379,41694,0.6055,1.0095,17.6916,,,
2112,36,8220,신답역,3264,3891,41067,1.385,1.651,17.4255,,,
2112,37,71911,동대문구청,5233,5007,41293,2.2205,2.1246,17.5214,,,
2112,38,71912,동부시립병원,4393,3488,42198,1.864,1.48,17.9054,,,
2112,39,7768,신설동역,3467,5508,40157,1.4711,2.3372,17.0394,,,
2112,40,8000821,동묘앞,3440,5097,38500,1.4597,2.1628,16.3363,,,
2112,41,72390,동대문.흥인지문,4041,8685,33856,1.7147,3.6852,14.3658,,,
2112,42,74746,종로6가,3327,5151,32032,1.4117,2.1857,13.5918,,,
2112,43,72257,종로5가.효제초등학교,1392,1269,32155,0.5907,0.5385,13.644,,,
2112,44,8998,종로5가.효제동,441,2009,30587,0.1871,0.8525,12.9787,,,
2112,45,72259,통신대.이화장,1825,5006,27406,0.7744,2.1241,11.6289,,,
2112,46,72260,혜화역.마로니에공원,3462,6794,24074,1.469,2.8828,10.2151,,,
2112,47,72261,혜화역동성중고.장면총리가옥,6159,3851,26382,2.6134,1.6341,11.1944,,,
2112,48,75229,삼선교.성죽문화원,15797,6091,36088,6.703,2.5845,15.3128,,,
2112,49,75230,성북동주민센터.동구마케팅고,417,3386,33119,0.1769,1.4367,14.053,,,
2112,50,75231,경신중고입구,153,5084,28188,0.0649,2.1572,11.9607,,,
2112,51,75232,홍익대부속중고등학교입구,318,7185,21321,0.1349,3.0487,9.0469,,,
2112,52,75233,성북초교,47,3566,17802,0.0199,1.5131,7.5537,,,
2112,53,75234,성북구립미술관.쌍다리앞,74,3970,13906,0.0314,1.6845,5.9006,,,
2112,54,75235,동방대학원대학교,21,2506,11421,0.0089,1.0633,4.8462,,,
2112,55,75209,명수학교,4567,3934,12054,1.9379,1.6693,5.1147,,,
2112,56,75210,동방대학원대학교,2825,57,14822,1.1987,0.0242,6.2893,,,
2112,57,75211,성북구립미술관.쌍다리앞,5971,113,20680,2.5336,0.0479,8.7749,,,
2112,58,75212,성북초교,1835,175,22340,0.7786,0.0743,9.4793,,,
2112,59,75213,홍익대부속중고등학교입구,8713,247,30806,3.6971,0.1048,13.0716,,,
2112,60,75214,경신중고입구,2194,305,32695,0.931,0.1294,13.8731,,,
2112,61,75215,성북동주민센터.동구마케팅고,2566,2179,33082,1.0888,0.9246,14.0373,,,
2112,62,75491,삼선교.성북문화원,5262,8292,30052,2.2328,3.5185,12.7517,,,
2112,63,75465,혜화역서울연극센터.장면총리가옥,7786,6657,31181,3.3038,2.8247,13.2307,,,
2112,64,70174,혜화역.서울대병원입구,10340,2435,39086,4.3875,1.0332,16.585,,,
2112,65,75466,통신대.이화장,1594,1433,39247,0.6764,0.608,16.6533,,,
2112,66,75467,이화동.이화장,1656,2362,38541,0.7027,1.0022,16.3537,,,
2112,67,8952,원남동,2267,3163,37645,0.9619,1.3421,15.9735,,,
2112,68,70028,종로5가,4570,5765,36450,1.9391,2.4462,15.4664,,,
2112,69,9015,종로6가.종로신진시장,5541,2217,39774,2.3512,0.9407,16.8769,,,
2112,70,8000505,동대문,8107,3848,44033,3.44,1.6328,18.6841,,,
2112,71,7670,숭인동,2509,2307,44235,1.0646,0.9789,18.7698,,,
2112,72,71916,동대문우체국앞,5951,3153,47033,2.5251,1.3379,19.957,,,
2112,73,7867,용두동,2432,3692,45773,1.0319,1.5666,19.4224,,,
2112,74,75492,용두역,803,2992,43584,0.3407,1.2696,18.4935,,,
2112,75,72168,동대문구청앞,4481,2111,45954,1.9014,0.8957,19.4992,,,
2112,76,13002,신답역,3713,2387,47280,1.5755,1.0129,20.0618,,,
2112,77,72170,동대문어린이집,1552,1707,47125,0.6585,0.7243,19.9961,,,
2112,78,75493,답십리지구대,258,1716,45667,0.1095,0.7281,19.3774,,,
2112,79,75494,답십리종합상가,326,2779,43214,0.1383,1.1792,18.3365,,,
2112,80,74676,답십리2동.두산아파트,2331,2526,43019,0.9891,1.0718,18.2538,,,
2112,81,10969,답십리2동한양아파트앞,668,1569,42118,0.2834,0.6658,17.8715,,,
2112,82,75495,동답한신.대림아파트.동대문체육,464,1977,40605,0.1969,0.8389,17.2295,,,
2112,83,74678,동답한신.대림아파트동대문체육관,557,4031,37131,0.2363,1.7104,15.7554,,,
2112,84,75496,장안지구대,1621,6048,32704,0.6878,2.5663,13.8769,,,
2112,85,11303,국민은행장안동지점,3684,9262,27126,1.5632,3.93,11.5101,,,
2112,86,75498,장안현대홈타운아파트앞,2928,3428,26626,1.2424,1.4546,11.2979,,,
2112,87,75499,장안치안센타,4320,2924,28022,1.8331,1.2407,11.8903,,,
2112,88,75500,장평중학교앞,1518,1401,28139,0.6441,0.5945,11.9399,,,
2112,89,175477,파라브아파트,2136,1030,29245,0.9063,0.437,12.4092,,,
2112,90,175503,장한평,14078,8383,34940,5.9736,3.5571,14.8257,,,
2112,91,175479,장한평역,38210,6154,66996,16.2133,2.6113,28.4277,,,
2112,92,175480,북한연구소앞,757,2379,65374,0.3212,1.0095,27.7395,,,
2112,93,173196,우리은행장안지점앞,1843,5879,61338,0.782,2.4946,26.0269,,,
2112,94,11173,동경호텔앞,1273,6435,56176,0.5402,2.7305,23.8366,,,
2112,95,73198,경남호텔앞,420,5928,50668,0.1782,2.5154,21.4994,,,
2112,96,73199,장안동삼성쉐르빌아파트,1337,10997,41008,0.5673,4.6662,17.4005,,,
2112,97,73200,새서울병원,1379,7286,35101,0.5851,3.0916,14.894,,,
2112,98,73201,신한은행장안동지점,3241,8032,30310,1.3752,3.4081,12.8611,,,
2112,99,73202,장안동근린공원,563,3278,27595,0.2389,1.3909,11.7091,,,
2112,100,72177,장안교.은석초등학교,2836,1246,29185,1.2034,0.5287,12.3838,,,
2112,101,72178,면목동홈에버,2527,2699,29013,1.0723,1.1452,12.3108,,,
2112,102,11535,면목두산아파트2차,393,4779,24627,0.1668,2.0278,10.4497,,,
2112,103,72180,사가정역,341,8347,16621,0.1447,3.5418,7.0526,,,
2112,104,71225,면목시장,389,601,16409,0.1651,0.255,6.9627,,,
2112,105,11560,면남초등학교,203,876,15736,0.0861,0.3717,6.6771,,,
2112,106,71227,방약국,70,869,14937,0.0297,0.3687,6.3381,,,
2112,107,11530,중곡초등학교,0,598,14339,0,0.2537,6.0843,,,
2112,108,781,한마음슈퍼,1,0,14340,0.0004,0,6.0847,,,
2211,1,11530,중곡초등학교,10953,2254,8699,2.434,0.5009,1.9331,17016.9,945.4,315.1
2211,2,14472,면곡시장,17895,1927,24667,3.9767,0.4282,5.4816,,,
2211,3,11293,국민은행장안동지점,23502,6777,41392,5.2227,1.506,9.1982,,,
2211,4,73189,장안동삼성쉐르빌아파트,25804,3161,64035,5.7342,0.7024,14.23,,,
2211,5,73190,동경호텔.현대벤처빌,17497,3186,78346,3.8882,0.708,17.4102,,,
2211,6,73191,우리은행장안지점앞,7942,14138,72150,1.7649,3.1418,16.0333,,,
2211,7,8002524,장안평역,17783,59432,30501,3.9518,13.2071,6.778,,,
2211,8,10974,청년회의소,10912,9136,32277,2.4249,2.0302,7.1727,,,
2211,9,10908,하나은행장안동지점,2995,4983,30289,0.6656,1.1073,6.7309,,,
2211,10,73031,동아.위더스빌아파트,5737,7351,28675,1.2749,1.6336,6.3722,,,
2211,11,15876,장안동우체국,2675,3174,28176,0.5944,0.7053,6.2613,,,
2211,12,15877,우리은행장안동지점,1279,505,28950,0.2842,0.1122,6.4333,,,
2211,13,73196,우리은행장안지점앞,14519,918,42551,3.2264,0.204,9.4558,,,
2211,14,11173,동경호텔앞,8069,977,49643,1.7931,0.2171,11.0318,,,
2211,15,73198,경남호텔앞,2668,1429,50882,0.5929,0.3176,11.3071,,,
2211,16,73199,장안동삼성쉐르빌아파트,12271,2689,60464,2.7269,0.5976,13.4364,,,
2211,17,73200,새서울병원,11164,2401,69227,2.4809,0.5336,15.3838,,,
2211,18,73201,신한은행장안동지점,13037,2692,79572,2.8971,0.5982,17.6827,,,
2211,19,73202,장안동근린공원,3093,7251,75414,0.6873,1.6113,16.7587,,,
2211,20,72139,장안2동주민센터,9112,7091,77435,2.0249,1.5758,17.2078,,,
2211,21,73036,장안동현대아파트,5746,6848,76333,1.2769,1.5218,16.9629,,,
2211,22,11145,휘경여중고.휘경주공아파트,12548,6792,82089,2.7884,1.5093,18.242,,,
2211,23,11121,서울보호관찰소.동성빌라,6414,2944,85559,1.4253,0.6542,19.0131,,,
2211,24,73039,동일스위트리버.휘봉고교,4598,6530,83627,1.0218,1.4511,18.5838,,,
2211,25,11136,휘경2동주민센터,2558,19530,66655,0.5684,4.34,14.8122,,,
2211,26,8003050,휘경동신성아파트,4498,5453,65700,0.9996,1.2118,14.6,,,
2211,27,16179,삼육서울병원,1971,9964,57707,0.438,2.2142,12.8238,,,
2211,28,13694,회기역.시점,64232,55565,66374,14.2738,12.3478,14.7498,,,
2211,29,11086,중랑교,10111,2867,73618,2.2469,0.6371,16.3596,,,
2211,30,11131,휘경2동주민센터,18293,2176,89735,4.0651,0.4836,19.9411,,,
2211,31,73182,동일스위트리버.휘봉고교,4118,5476,88377,0.9151,1.2169,19.6393,,,
2211,32,11105,서울보호관찰소.동성빌라,3907,6971,85313,0.8682,1.5491,18.9584,,,
2211,33,11137,휘경여중고,11306,11029,85590,2.5124,2.4509,19.02,,,
2211,34,73185,배봉산입구,3189,4697,84082,0.7087,1.0438,18.6849,,,
2211,35,72176,장안2동주민센터,24921,7987,101016,5.538,1.7749,22.448,,,
2211,36,11245,장안동근린공원,8603,8306,101313,1.9118,1.8458,22.514,,,
2211,37,73187,조흥은행장안동지점,18027,13338,106002,4.006,2.964,23.556,,,
2211,38,73188,코리아병원,8553,14078,100477,1.9007,3.1284,22.3282,,,
2211,39,173189,장안동삼성쉐르빌아파트,17814,10585,107706,3.9587,2.3522,23.9347,,,
2211,40,173190,동경호텔.현대벤처빌,13076,9282,111500,2.9058,2.0627,24.7778,,,
2211,41,173191,우리은행장안지점앞,6678,21245,96933,1.484,4.7211,21.5407,,,
2211,42,8102524,장안평역,10518,71519,35932,2.3373,15.8931,7.9849,,,
2211,43,110974,청년회의소,6716,12039,30609,1.4924,2.6753,6.802,,,
2211,44,110908,하나은행장안동지점,1810,4665,27754,0.4022,1.0367,6.1676,,,
2211,45,173031,동아.위더스빌아파트,3709,7365,24098,0.8242,1.6367,5.3551,,,
2211,46,115876,장안동우체국,1193,3263,22028,0.2651,0.7251,4.8951,,,
2211,47,115877,우리은행장안동지점,375,462,21941,0.0833,0.1027,4.8758,,,
2211,48,173196,우리은행장안지점앞,4862,860,25943,1.0804,0.1911,5.7651,,,
2211,49,111173,동경호텔앞,1766,809,26900,0.3924,0.1798,5.9778,,,
2211,50,173198,경남호텔앞,511,1293,26118,0.1136,0.2873,5.804,,,
2211,51,173199,장안동삼성쉐르빌아파트,1778,3151,24745,0.3951,0.7002,5.4989,,,
2211,52,11303,국민은행장안동지점,7004,4059,27690,1.5564,0.902,6.1533,,,
2211,53,14473,명곡음악전문학원,181,11142,16729,0.0402,2.476,3.7176,,,
2211,54,11531,중곡초등학교,17,4378,12368,0.0038,0.9729,2.7484,,,
2230,1,11552,방약국앞,2236,1462,774,0.699,0.457,0.242,13028.5,766.4,141.6
2230,2,71182,면남초등학교,1062,252,1584,0.332,0.0788,0.4952,,,
2230,3,71183,지하철7호선사가정역,913,496,2001,0.2854,0.1551,0.6255,,,
2230,4,11614,면목우체국.녹색병원,2633,575,4059,0.8231,0.1798,1.2689,,,
2230,5,11610,면동초등학교,1103,595,4567,0.3448,0.186,1.4277,,,
2230,6,11599,면목1동주민센터,883,666,4784,0.276,0.2082,1.4955,,,
2230,7,71187,지하철7호선면목역,3200,1081,6903,1.0004,0.3379,2.158,,,
2230,8,11581,면목초등학교앞,507,776,6634,0.1585,0.2426,2.0739,,,
2230,9,11566,지하철7호선상봉역,3989,1729,8894,1.247,0.5405,2.7804,,,
